,content,sentiment
18699,going disappointed miss fun,0
18700,yeah love,2
18701,perfect day flute quartet morning web marketing afternoon star trek evening,0
18702,listen send,2
18703,holy wow think slept day tired,1
18704,sleeping got caught watching late night officially bed episode,1
18705,son vote today coz grown loving man love mum,2
18706,safari beta,2
18707,baking cooky,1
18708,running mud bath nice food napa w,1
18709,good u tol twitter knew u yesterday u answer r u babe,1
18710,dont saw movie,2
18711,u try n mac n cheese pizza right good food sick,0
18712,watching cyrus,0
18713,answer question,2
18714,yes yes nap read gossipy mag handy,2
18715,sad hear shaved beard feel like minority,1
18716,revision history,2
18717,operation conference great peep team bit easier handle,0
18718,topic,2
18719,going crazy pain wait till,1
18720,shout people miss high,1
18721,good,0
18722,took month understand,2
18723,oh week home hangout better,2
18724,standing open hand know cant hold hold baby hold,0
18725,thank teaching value better person day love best mum world,0
18726,new comment,2
18727,feeling weak tired seating need study ha long quiz,1
18728,yes check position location map added,2
18729,fun walking home,0
18730,sorry darling place tonight didnt mean neglect,1
18731,sister mount hour,2
18732,nan house eating fish chip watching gear good time,2
18733,hello wishing mother happy mother day today everyday happy,0
18734,think lucky,1
18735,interesting good way,2
18736,cant find send oh tag,1
18737,ur welcome,2
18738,tell mommy mean,2
18739,red tabloid build em knock em,2
18740,bought tuner deserve present,0
18741,gotten phone today afternoon,3
18742,know clapping,1
18743,eh u dont like u apart waxing ur,0
18744,going sleep happy mother birthday,1
18745,sitting little trike ill minute,0
18746,following ah ha love,1
18747,,2
18748,final final semester,1
18749,think getting soon painting nail,2
18750,work drink love afternoon pub,1
18751,tired feel worn want sleep,1
18752,hard start week long fun sunny weekend tennis free food drink nice people day round,1
18753,,0
18754,tonight bridesmaid bride reception,0
18755,second wind home time,2
18756,,2
18757,new moon good evening bad cable,1
18758,tell lost,1
18759,going dwell shame supportive life x,0
18760,ha check high score today currently slot,2
18761,day customer ship work address sent,2
18762,graduate june th,0
18763,listening working woo,2
18764,star trek happy let,0
18765,love guy tour,0
18766,pantry,2
18767,night twitter pal,2
18768,day motorway train fun,1
18769,time pack work time twitter thank follow later,1
18770,headache sun,2
18771,happy mother day,2
18772,going memorial guy grade,1
18773,little girl sad cried,1
18774,hey hope stay let hater best people suck,0
18775,hold youve got,0
18776,movie look good video store carry,0
18777,walking home fell ground,1
18778,work buddy left early today lonely time barely min later time,1
18779,want cry,1
18780,game beast anybody feel,0
18781,yeah hopefully maybe save find,2
18782,dreary rainy day,1
18783,farm,0
18784,yeah think bit,0
18785,time waiting start st exam scary working hard morning feeling,1
18786,dont,2
18787,match game tonight hope tomorrow night,1
18788,road bet right,2
18789,arent support local economy good,2
18790,follow discount update,0
18791,thought youd like,0
18792,,2
18793,late finished chapter posted,2
18794,meeting boy,2
18795,pizza party went invisible bag head,2
18796,yeah like super short guess ill hold breath till,0
18797,dont like bang want hair,1
18798,watching,2
18799,nope st time graceful accepted,0
18800,feel chin,1
18801,cry,2
18802,fact supposed stop till,1
18803,good morning hope great day,0
18804,alumnus dont know didnt mac,1
18805,need away wish money travel bit miss east coast friend,1
18806,sad watched live performance epic wish shed come ni,1
18807,good morning world hope,0
18808,happy great festival weekend lot soap order,0
18809,odd trip travel month weirdness,1
18810,sleepy time happy mother day u,0
18811,,0
18812,parent bus ride mall thought,2
18813,try best,2
18814,oh mix ready time lunch,2
18815,fourteen hour later worst allergy life shooting engagement session field night,0
18816,,1
18817,grew fat today g saw house pedder red great economic downturn,1
18818,turn,2
18819,hate weather u lived ure life u rainy,3
18820,wow beautiful picture let know,0
18821,happy mother day mamma,0
18822,hate work,3
18823,happy mother day,0
18824,billing fee country setup cost,1
18825,lunch break going work,1
18826,weekend,2
18827,nephew guitar hero drum,2
18828,,0
18829,job like available sound like great experience direct message know,1
18830,note self leave pro stupid fell,2
18831,didnt reply wait till confirm case somebody,1
18832,song felt like pee waltzer man,0
18833,miss adventure,1
18834,time,0
18835,old school playground lame got rid tire swing,0
18836,pretty cold outside today got exam,1
18837,great garden afternoon ill watching ado win important match,0
18838,ow hurt,2
18839,,2
18840,new private use close twitter friend,2
18841,oh sense officially celebrity,0
18842,wont let vote want win cant help jump bridge,1
18843,right street market rain good idea home fire bacon sandwich,1
18844,hot cold,2
18845,ruddy manageress bad job find good place cut,1
18846,want work tomorrow,1
18847,dont want sit home night,1
18848,trance awesome working dance,0
18849,gave regular coke instead diet,0
18850,famous look,0
18851,long walk heat hate,1
18852,wish bit expensive,1
18853,sick trump advance bummer,1
18854,awesome,2
18855,vet routine shot,1
18856,huffy good day night life poor baby,1
18857,thank forcing starting junior year survey let tell super helpful skill,1
18858,dont turn brain talk crap thats fun come,0
18859,time,1
18860,daughter,0
18861,suffering restless leg butt syndrome,1
18862,morning everybody,0
18863,want doc day,3
18864,unemployment line come,0
18865,think fever,2
18866,working security club tonight time working month interesting oh hi,0
18867,telling truth know skill,2
18868,customer right thats tell,2
18869,sorry response assistant job filled check soon sure long,1
18870,poor told like hooker skirt wasnt short degree,1
18871,hope migraine doesnt stick long,1
18872,thanks glad like,0
18873,hour till mother day party yeah,0
18874,know feeling,2
18875,miss sad didnt text,1
18876,dont want going cry way home,1
18877,going dinner,0
18878,crisis forgot fringe comb help,1
18879,sure bring umbrella pack train today,1
18880,,1
18881,yes koi year baby biggest long,2
18882,dont couch middle floor finish,3
18883,ugh cant sleep piss bad know friend,1
18884,shipped wont ill,2
18885,silk hammer pant coat lame music,2
18886,trapped work day,2
18887,thinking good luck tattoo,0
18888,think bit love creation wit physically great style,2
18889,bad dont combine nice like window x better vista far vista win reborn,2
18890,got crush issue tomorrow friend going summer sad,1
18891,damn shame body waste,3
18892,night night twitter love phone sleep,0
18893,pad time night,0
18894,sorry hear dude,1
18895,senior day,1
18896,strike th unveil,1
18897,saw monster dog park,0
18898,workout headphone,1
18899,received mother day card lovely daughter wishing happy mother day,0
18900,going ur party safe fun,1
18901,whispering dont trouble feel great home feeling like,0
18902,confuse,2
18903,smart thanks schooling thought taught,0
18904,wonder,0
18905,dont use nice,0
18906,ill stop bit rush rehearsal quiet tonight,1
18907,standing meeting let u love ya,0
18908,yeah fun regret taking cup find like,0
18909,looking forward ben baseball game tonight,0
18910,,1
18911,love music like,0
18912,getting yearbook today strange,2
18913,u think u bill finished paying thats broke,3
18914,ton stunning beautiful wallpaper look,0
18915,bale laugh told ill post fun interview soon,2
18916,huge achievement,0
18917,oh dear god going buy mac think darling edit suite soon filled prince movie,1
18918,u want torrent,0
18919,actual soon watching lion,2
18920,head hurt air scent super,3
18921,,0
18922,sorry hear didnt weekend id considered going,1
18923,head hurt,1
18924,thanks link,0
18925,id sit bench friendly psychiatric patient party person,1
18926,bus tired b lazy sleep ill sing song,0
18927,love maybe someday mac,0
18928,ate message curious shot,0
18929,bad mood dont feel good bad care,1
18930,finished watching star war,0
18931,think hate didnt want hard like cake concert,2
18932,want music tonight lost voice,1
18933,twitter bug sleep,0
18934,man weekend,0
18935,central gotten confirmation star tour waiting shift,2
18936,story know know,3
18937,grandma away today rest peace,1
18938,normal fully massage buttock swear quarter inch medical exam,1
18939,update live,2
18940,need ban recognize arent going agree thats,1
18941,downfall later mad manual labor finish cleaning fold work blue,2
18942,thank,0
18943,feel way guess matter,1
18944,dont know watch holly break heart,1
18945,specific question let know good writing stuff fun,0
18946,barry talk,2
18947,calm airing idea day shouting,1
18948,finally dinner fam bam,0
18949,driving hour going fun singing lesson,1
18950,hey din ako maybe school la p,2
18951,knew meant,0
18952,saw pic past thanksgiving sad grandma,1
18953,fact guy know,0
18954,fine thanks,2
18955,evening,0
18956,got pool need ice knee,1
18957,pretty sure kitty laying cute,0
18958,till week,1
18959,chore,0
18960,follow need follower,2
18961,yes said hour,0
18962,mother,3
18963,hiccup,2
18964,best financial situation moment broke money spend soon earn,2
18965,help homework holiday,2
18966,best intern elevate,0
18967,wasnt think,0
18968,video multiply saw video u sang miss n miss come u r,1
18969,hear album preview today tune,1
18970,thanks decided old account scoundrel,1
18971,tho mad world chart,0
18972,checked mobile application rock potential going forward window mobile user,0
18973,time loaded song block til u offer,2
18974,welcome,2
18975,happy mother day mommy,0
18976,dont cry u tomorrow,0
18977,home feeling tired want nap cant,3
18978,ow shoulder muscle cant remember p hurt dont know,1
18979,happy bank holiday,0
18980,oh know evening staff shortage,2
18981,class hope,1
18982,moral support student,0
18983,original great,0
18984,know good thing better asleep,0
18985,u,2
18986,bless,1
18987,great weekend good mood doesnt mind work morning,0
18988,pouring outside cleaning locker heavy arm killing,1
18989,hate sick watching atonement sleeping,3
18990,yeah thing arent going getting feel like havent felt long long time,1
18991,tired wish tablet making want throw,1
18992,laying bed good night,2
18993,feel sick stomach,1
18994,oh yeah aiming today man vicious pain hour,1
18995,dont mother cause partner crime,1
18996,wish share problem,1
18997,mailed help got reply right didnt mean wont,0
18998,wow biz holiday mission keen,2
18999,church od melted come,1
19000,rob bank fish world,1
19001,got finished watching cried like missing beast like crazy,1
19002,forehead starting peel,2
19003,home sleep church bit tired worth,1
19004,twitter wont work mob,2
19005,glad guy,0
19006,eh barry deck like prehistoric,0
19007,want summer hopefully miss,0
19008,happy mother day currently wonderful day,1
19009,welcome sorry cant tonight,1
19010,love way didnt end time week sorry week sure,0
19011,picked boston legal season enjoying matter offensive love crane riot,0
19012,knew innovation seminar picnic,2
19013,shanghai exciting precisely skyscraper galore good china sh,0
19014,need earn money watch concert,1
19015,,0
19016,dinner fun sat cute old couple believe love,0
19017,wear sunglass uncomfortable felt poor sam,1
19018,happy mother day going later watch renowned group singer,0
19019,miss,1
19020,yep probably wish let know interested extra corporate chalet let,1
19021,coin people,2
19022,getting ready bed happy mother day mother,0
19023,lost phone,1
19024,yeah glad stay home,0
19025,week honey fault u,2
19026,jog perfect type hanging vehicle mental noise mile jog,0
19027,like,0
19028,thrown paddy bouncing half live set need new new copy hey ho,2
19029,come guy shouldnt promote disappointing twitter update,1
19030,work,2
19031,youve life cant obsession cyrus life,0
19032,got lot thing sa,2
19033,day yesterday,2
19034,got second chance didnt,1
19035,seriously glory hop snag,0
19036,woke busy busy cupcake jay cake bleach hair boo,0
19037,way grandparent,0
19038,,1
19039,got home hour track feel real good p running nice work push p,0
19040,happy mother day mommy love mommy,0
19041,thanks glad productive loving happy law abiding,0
19042,exam,2
19043,finally mother day got car,0
19044,love family guy hour work,0
19045,day till sun sea ure waiting cant stuff time,1
19046,great night nice meeting night sweetheart bye,0
19047,going bed cant u,1
19048,love stick,1
19049,ur crazy hard famous u fan u,1
19050,guy need come like north jersey,2
19051,sound fun,0
19052,final wish luck great effort,1
19053,headache cold,1
19054,plus guy miss living,1
19055,somebody work tomorrow,1
19056,working book project month need extra pair hand good,1
19057,aw,1
19058,star war day topic fourth,2
19059,sure hope,0
19060,later today today,0
19061,plus going clash ugly betty channel season month,2
19062,u montana movie amazing best movie cool,0
19063,yesterday suck lunch time ox,1
19064,yeah unfollowed n took,0
19065,check new song,2
19066,eu de chocolate,2
19067,wrote song ran idea bit crap,1
19068,cant buy rent,2
19069,need hater ball today like man miss day comedy central new episode,1
19070,didnt save change explicitly saved,2
19071,getting reading head homework baby hardly wait kiss bald little head day,0
19072,elbow met cement afternoon look nasty,0
19073,glad page long time sick read,2
19074,waiting table exhausting foot sore note self waitress kudos awesome,1
19075,phone doesnt tweet,2
19076,need ah ice cream water plant ready softball plan,2
19077,got vast live sang song n awe,0
19078,hey mixed single r excited,0
19079,hey love,0
19080,pretty wide awake,2
19081,great dinner super,0
19082,bad year,1
19083,puppy cat thought stuffed animal rip,1
19084,half class retarded hurt real,1
19085,good film,0
19086,think ill,0
19087,thought coming today,1
19088,yummy chocolate got anybody listening,0
19089,,2
19090,u need think u,3
19091,good night,2
19092,nice effect,0
19093,tweet whore tweet,0
19094,wish live dont cash,1
19095,,1
19096,brilliant thanks sure brownie point,2
19097,rent looking hilarious old photo funny,0
19098,word lot happy mother day love,0
19099,game clarify,2
19100,welsh,2
19101,cute,0
19102,awful,1
19103,,2
19104,wine dont drink plenty forbidden,2
19105,glad hear good great life good,0
19106,definitely need work business trip free food alcohol sure pound,0
19107,got best friend,0
19108,mushy family talk bed stubbornly,2
19109,miss think like,1
19110,oh according dad going try week wrap vacation,1
19111,waiting got drive pick duckie time,2
19112,let know praying cant believe,1
19113,follower u dont shy dont,0
19114,work work work desk sea paper dinghy wave,2
19115,chief contributor,0
19116,found stash,0
19117,ill size straight post office later,2
19118,dont benefit sky watching sit,2
19119,nice,0
19120,new york look good night big apple,0
19121,time,2
19122,know people love country closer,1
19123,great wall day event apart r u mate,0
19124,love site hoot enjoy hair cut try time right thanks tip,0
19125,late early ha,1
19126,watching boring police prog making dinner trying cut alcohol water,2
19127,bed hour phone gossiping sleep tight,0
19128,following think forgot,1
19129,way,2
19130,cant stop loosing worst month result bubble time row,1
19131,stuck inside elk grove village working day enjoy,0
19132,thanks ill explain p hate spider,3
19133,miss old ha ha cant tell person,1
19134,work huge headache,1
19135,think math test today hope didnt swear mad,3
19136,wave presentation nice,1
19137,customer care try enter wrong result user,2
19138,epic moment file spent hour building set favorite food wrong,1
19139,try,2
19140,guess baby daddy impostor,2
19141,short hour left work,2
19142,bummer book sigh,1
19143,,1
19144,weird tot usually rain east coast east coast usually rain,0
19145,love lunch like said miss friend,1
19146,kind lonely answer phone,1
19147,sun gone,0
19148,aint happy lucky today world dont feel ugly,2
19149,city officially smell like dead fish,1
19150,bitch,1
19151,boat dining bone double,2
19152,early running eastern time hope fun audition canada,0
19153,fine day actually havent single thing,0
19154,hope,1
19155,cheer,2
19156,concert cant trial,1
19157,hey twitter,2
19158,yeah sorry busy night ill try week,1
19159,figured youd bouncing,0
19160,wake appear,0
19161,finally going bed everybody blessed,0
19162,horrible dream,1
19163,battery low palm spring,1
19164,think figured yer real friend pretty stalking,1
19165,today miss,0
19166,beautiful dream snuggle beautiful baby outdoors,0
19167,got dove bird cat example heart lulu paw quot update pic later,0
19168,tonight fun,0
19169,dont subject line phone normal text,2
19170,know debut big butt magazine come love,0
19171,know need thing life constant,1
19172,enjoy definitely favorite city world chocolate,0
19173,good morning finished breakfast getting ready wonderful day store,0
19174,havent day school thats right,1
19175,hope especially affected fire swine pray,1
19176,salivary gland little fly way queen oh ur brain hurt new brain growing,0
19177,shopping sam club baton rouge brought charity hospital cant home plan,1
19178,man,0
19179,din din ready,0
19180,love bank holiday x,0
19181,today taking long decide tan,0
19182,hi,0
19183,guy showroom flesh cool lamp wife,0
19184,happy weekend,0
19185,mind tsar change mind time prior notice,1
19186,concert hope guest appearance,0
19187,yes went smooth bad work enjoying,1
19188,sure sorry,1
19189,shakedown street,2
19190,love sun day,1
19191,great home temp chill cat great feel awesome,1
19192,wish riding tour,2
19193,learn learn learn,0
19194,thanks,0
19195,seriously hate life currently final tomorrow slept single second,1
19196,drinking smoking grown tho,2
19197,werent,0
19198,baby,0
19199,,0
19200,quiet bit,2
19201,yes,2
19202,meet ace love guitar sure coherent speaker,0
19203,fun celebration,0
19204,fall,2
19205,wonder clumsy lately,1
19206,need office,1
19207,birthday young feel old,1
19208,oh broken red light checked plug fuse inside,1
19209,true worse burn today dont forget,1
19210,thought interested photo,1
19211,thanks found link think need customer,2
19212,happy guy congratulation,0
19213,need date wedding dont chance,1
19214,think hurt tooth cassie drawing draw cooky pineapple l,0
19215,twitter ill hour sleep,0
19216,,2
19217,got,2
19218,good close love tour,0
19219,right dont hand delivery near future unfortunately,1
19220,probably good u,2
19221,scary yesterday didnt puke luckily week day till baby,0
19222,know definitely going try weekend,0
19223,working muscle love,0
19224,twitter fam hop aim went ghost,0
19225,blister pinky hurt,1
19226,slacking blip nice mellow sleep,0
19227,think super cute,0
19228,sweating didnt u,1
19229,sorry arent good day cheer day doesnt define,1
19230,lost old reply,2
19231,nice day today stuck indoors week,1
19232,rain,0
19233,want dressed mentor,2
19234,graveyard card twice correct total random amt night check account,1
19235,know whats today star war day,0
19236,sister screened,3
19237,waiting prince protection program version long,0
19238,dark knight missing,1
19239,definitely,1
19240,fun night break p love man hilarious good night twitter world sweet dream,0
19241,helping caramel digestive,0
19242,totally power symptom mommy,1
19243,bit ben,2
19244,,2
19245,sleep tired going sleep early late,1
19246,laugh sorry going pool room,0
19247,ill,2
19248,excellent point,0
19249,looking forward visiting hospital tomorrow,2
19250,oh yeah apple juice rebel,1
19251,got big scratch inexplicably,1
19252,happy birthday,0
19253,concurrency practice probably best book bought recipe interrupting blocking io,0
19254,j sorry collared shirt chance home tonight,1
19255,happy mother day mother,1
19256,writing word,1
19257,girl crash day,0
19258,need better shape dead sofa evening,0
19259,heading dinner minute cant wait food,1
19260,fun game night cant believe day,0
19261,migraine,1
19262,id respond going,2
19263,good evening,0
19264,think ur love,1
19265,wonderful weekend love family friend awesome happy mother day mommy,0
19266,mean going come way,0
19267,hey letter sent finally came today ill stuff content letter send tomorrow,2
19268,yesterday,1
19269,hey u like fob follow talk looking follower,2
19270,family happy mum day hot,0
19271,win impose formidable weather,0
19272,feel like,0
19273,want hit,3
19274,yes know ur talking yes dont let great thing going,0
19275,wow awesome great know cant wait dad arent bad,0
19276,hi following teach lesson feel free look,2
19277,college friend,2
19278,happy mother day ago,0
19279,pain poor hate sun,3
19280,come bay area preform feel left,1
19281,yep better,3
19282,debut gallery lounge fun cant wait,1
19283,saw lovely skinny jean today charity shop little bit tight thigh annoying,0
19284,thats stunning,0
19285,havent spoken age enormous hug,0
19286,cant access city problem,2
19287,ill home fast possible meeting,1
19288,good morning,2
19289,marijuana usually currently,1
19290,good mate,0
19291,weather suck,3
19292,good morning thanks following cheer,2
19293,good morning sorry stuck airport hour,1
19294,oh god thats terrible,1
19295,think sun moon god way watching,2
19296,thinking concept mistake,1
19297,work miserable day,1
19298,watching cartoon havent year eating breakfast program,1
19299,day,0
19300,thinking,1
19301,want right needing find tonight,1
19302,waking lazy worry,1
19303,asleep car seat need pay v bill,1
19304,cultural tour family kangaroo lovely,0
19305,play great enjoy coffee boy rose later boy bed,0
19306,trying right time,2
19307,tried dye hair got chunk middle hair dang,3
19308,waiting come miss,1
19309,creepy grow like cried like baby tosh,1
19310,celebrity sighting distraught,0
19311,whats,2
19312,holy cat dog got min salon mint,0
19313,obviously wasnt coz u werent fixed,2
19314,love rock hard watching,0
19315,ran mile hit gym time wake,2
19316,thanks definitely season rainy come month time,0
19317,oh yeah bring morning tea tomorrow,2
19318,happy star war day th,0
19319,thing sermon week think prepare slide,3
19320,awesome new phone like,0
19321,baby fever,2
19322,miss age,0
19323,super guess,2
19324,doesnt want,2
19325,know look,2
19326,obviously living radio station,2
19327,job cart pusher hope dont sunburned,1
19328,yeah id pic positioned right poof gone save,1
19329,cant gauge time day office worse casino waitress smoking booze,3
19330,aw latest quot day shooting canada quot,1
19331,good luck best sure fine,1
19332,enjoying sunshine park friend pale shirtless footballer attractive afraid,0
19333,wasnt time class new,2
19334,love friend drew fun tonight,0
19335,boo good fun tho suck u cant card finished th night took,0
19336,comment going brother movie guess aswell sick,1
19337,sure local youd fight,0
19338,look like sun making comeback happy,0
19339,cant avoid lie,3
19340,going watch brand new episode hill cant wait,1
19341,finally twittering got downgrade colour picture simple small sized text message,0
19342,hey,0
19343,love,0
19344,downside getting day early wont time read til week hurrah clutch close,1
19345,dont care cam route heaven lobster sound super good,0
19346,watch stealth forget,0
19347,picked sitter weekend,2
19348,think like carr thats wrong good come idol song catchy,1
19349,damn come decent weekend new glass hair color got carded awesome ego boost,1
19350,lie thank goodness neck painful today going head,0
19351,sitting nan bathroom dying hair x factor audition tomorrow,1
19352,thing wont,1
19353,spider bed fear listening,1
19354,bank holiday exam tomorrow,0
19355,hi completely new lesson feel free watch enjoy,0
19356,like play food,2
19357,hit point relaxation heading bed sleep happy mother day night,0
19358,today felt like day school horrible,1
19359,cant enjoy beautiful day finish damned essay philosophy,0
19360,huge fan hope ur day home sick awesome anyways peace,0
19361,rose city siren cool night wish stayed longer,1
19362,aint hot hull,0
19363,course,0
19364,actually violation yeah went bed,1
19365,shut face mean pedro supposed mean,1
19366,study room,0
19367,night amazing swift gave,0
19368,read night class sad,1
19369,great time block party,1
19370,tired didnt exciting oh hope better tomorrow,1
19371,favorite,0
19372,welcome twitter hoped wouldnt long saw light,0
19373,far tried kill twice min outside tripping stupid thing knew stayed bed,1
19374,dang course jealous didnt think,1
19375,sick home,1
19376,problem way loop hole education equivalent experience,2
19377,company picnic lake storm game oh thing,2
19378,wee flying thing,2
19379,working today hour lunch hour work overtime good fact dead tired bad,1
19380,electronic key stopped working keyhole cant car technology,3
19381,said x,1
19382,biggest headache photosensitivity getting control help,1
19383,suck school,1
19384,ugh migraine,1
19385,dont think hired,1
19386,set talk,1
19387,,1
19388,havent got hash tag,1
19389,equivalent,2
19390,aw sorry dont like reason,1
19391,ah misunderstood message dislike f word good luck march,1
19392,good nice today,0
19393,want gone,1
19394,happy payed,0
19395,wasnt supposed got twitter,1
19396,good price bulk premium,2
19397,received mother day card lovely daughter wishing happy mother day,0
19398,sorry like people like dont feel tummy,1
19399,left new york month,1
19400,oh dont hurt,1
19401,enjoying beautiful day hanging house pam making cake wont,2
19402,lonely day,1
19403,install ruby gem rail,2
19404,got bitten,1
19405,good morning,2
19406,agreed little find way cant imagine working wo,0
19407,sweating twitter,2
19408,tour got,2
19409,teasing piece cheese,1
19410,yes ready got ugh pretty outside,1
19411,pawnshop got st guitar check joint,2
19412,good morning awesome tweet,2
19413,suck,1
19414,wow thats,0
19415,know different meat pie,2
19416,looking forward dinner family friend happy mother day,0
19417,try cant outside minute getting neck burned,1
19418,sale happy,0
19419,arent best band wish watch concert place tour,0
19420,yan di na ako student technically,2
19421,happy star war day fourth,0
19422,finally sunny day sick outside play,1
19423,saved weve overcome god,0
19424,want hey baby song,2
19425,ill come shop like hour need pedicure dont time today probably week tho,2
19426,stuffed eating junk day,0
19427,want candy,0
19428,maybe year like win title,2
19429,st traffic,3
19430,ouch head ill know duck,0
19431,stupid didnt cant find think scare,1
19432,home school sick doc bronchitis,1
19433,crush guy job eye blue cool,1
19434,,2
19435,,2
19436,suck thundering getting ready shut,1
19437,bet arent bad,0
19438,u dont quit smoking,2
19439,wont let post comment,1
19440,progressive live ben birthday,2
19441,translate language,2
19442,thanks rubbing jerk guy going weekend,1
19443,cheese hate cheese,3
19444,kicking like crazy,0
19445,testing,2
19446,getting ready lay pool,0
19447,dont know twitter,1
19448,following,0
19449,getting windy,1
19450,comment new picture,0
19451,standing ovation sitting insane hit double play,0
19452,afraid string dont wire use,1
19453,saw best combed bang morning yo high time turned gone picture,1
19454,senior video mustang update cry,1
19455,hot day ton think face burnt,1
19456,work day,1
19457,watched concert awesome short film r,2
19458,crafty lady like cheap worked brilliantly,2
19459,thought pretty good guess bummer,1
19460,ugh lost remote actually change channel twat,2
19461,beautiful landscape quiet,0
19462,going away come,1
19463,girl hug nut bad gay,1
19464,thank historical gimmick shopping trip,2
19465,sent people obviously meant didnt feel bad,1
19466,miserable feel like cry,1
19467,landline good quality,0
19468,blushing blushing blushing,2
19469,printed gift card happy mother day talk minute,0
19470,mother happy mother day happy th,0
19471,babe,0
19472,currency dropping like business good time going overseas,1
19473,kept boasting native noodle curious food,0
19474,cant wait transformer,0
19475,,0
19476,sad,1
19477,th force youve got know star war appreciate,0
19478,,2
19479,yes come gurl u know whats chick,0
19480,excited stupid wont til like,0
19481,going start fast access school,2
19482,havent account havent logged think maybe main rogue,2
19483,didnt include,1
19484,,2
19485,welcome home babe,0
19486,,1
19487,thats exactly feel hope start feeling better soon,1
19488,smashing tonight love killer wish shame got cut end,1
19489,leg cramping panic attack outside ulu morning bloody hurt,1
19490,hope parent dont stay home sick,1
19491,great finally meet night wish time talk cant coffee day job,1
19492,odd amusing thanks,0
19493,definitely optional crazy,0
19494,want,2
19495,today going ah giving notice today going upset totally,1
19496,trust,2
19497,soon new job start happy,0
19498,tarmac cork airport,2
19499,thinking wow freshman sophomore year,0
19500,mix site b,1
19501,,1
19502,th happy star war day,0
19503,maybe took look said,1
19504,twitter suck,1
19505,good actually read avid tech crunch reader better,0
19506,thought sense sober,1
19507,dad,3
19508,oh hope soon feel better hug coast,1
19509,tooth fam,1
19510,happy mother day hope great day today hug kiss,0
19511,joining loser friend amy,1
19512,wishing let let fight tired feeling like,1
19513,good,2
19514,mile away,1
19515,,1
19516,good interview read x,0
19517,new,0
19518,beginning worst recession,1
19519,hut face hammer accident obviously hurt,3
19520,,0
19521,took nap beach,2
19522,k check,2
19523,missing way life cooking mother night u,1
19524,sound awesome,2
19525,r u wearing black dress n green cardigan cant find u,1
19526,safari beta x crash loop non saving,2
19527,husband girl,2
19528,lovely night guy moon thinking going roof,0
19529,come place cup tea,0
19530,look better label access way need turn,2
19531,good morning twitter need stay taking,2
19532,night bad dream spider rogue,1
19533,perfect life darn,1
19534,thanks,2
19535,cant work sick,1
19536,small screen fun,1
19537,home funeral wife grandfather today time homework,0
19538,cleaning continue,0
19539,didnt pick feel bad ha ha,1
19540,solo en,0
19541,sad work today cant win ticket,1
19542,printed new id badge work n picture took n ugly,1
19543,right,1
19544,trivia working computer,0
19545,want sit park painting bathroom,1
19546,late actually spelling bee day got state final,2
19547,want cute,0
19548,photo,0
19549,dont feel like hibernate,0
19550,swine flu think sausage,1
19551,half naked poster love sugar,0
19552,got taste,3
19553,walking water shoe,0
19554,knew flower love begonia hanging basket perfect,0
19555,work stuff slight fever tiny headache,2
19556,best movie got high school chorus trip,0
19557,time row patience good thing come patience wish,1
19558,oh dear whoop,1
19559,post,2
19560,sad happy w,1
19561,come live,2
19562,look exactly like guitar hand,2
19563,happy mother day ya tomorrow,2
19564,enjoying cool breeze beach help relax unwind,2
19565,boo got twitter wonder con innocent unsuspecting people talking,1
19566,heading hour,0
19567,need memorize line,2
19568,weird thinking totally mood miss,1
19569,general cleaning hate cleaning,3
19570,link didnt work,1
19571,good night going lay bed watch eraser,2
19572,explanation thank god u forever love good night mare tho,0
19573,window ledge decorated appropriately love,0
19574,heading home,2
19575,person bad self confidence long u,1
19576,,2
19577,wish heading la e sigh maybe someday,1
19578,holy version hell cant stop need topic nice whispering,0
19579,good night peep love,2
19580,hey going reply think hate reply,1
19581,absolutely love u r thing,2
19582,thats worse hurt pain poor twitter,1
19583,hope holiday,0
19584,sunburn hurt,3
19585,ford falcon new ad received posted site soon,2
19586,pal happy,0
19587,hell yeah,0
19588,saying big hello,2
19589,send late,2
19590,think state theyll probably touring wont,1
19591,cold boat tonight operation bummer,1
19592,listening varsity,1
19593,didnt madrigal dont think woman chamber dont think mark audition form depressed,1
19594,night weekend,0
19595,cant think smell like,2
19596,thank,0
19597,tweet tommy giant sprout especially fly sprout,2
19598,turn twitter device update new battery phone fully dead hour,1
19599,week like join,0
19600,wand black hawthorn wand core kraken,2
19601,hope fire cause didnt like sign body,2
19602,day away,1
19603,getting little mowing grass evening fun,0
19604,going bed happy mother day ill try,1
19605,going bed busy day mother day te,2
19606,wish hot,0
19607,,2
19608,got city excited fun weekend family si parker josh,0
19609,busy got lot game tonight lit gym today,2
19610,heck whats going,0
19611,little blue tonight love good,0
19612,tell mommy said n love,0
19613,need song suggestion ill,2
19614,think fam like,1
19615,finished history book need pretty print whoo,0
19616,wow havent watched movie age fantastic,0
19617,work tomorrow,1
19618,owe lot,2
19619,year born,1
19620,thanks night,0
19621,following,2
19622,headache,1
19623,letter car insurance ouch,0
19624,happy mother day mother,0
19625,want concert tomorrow,0
19626,lucky mystery ingredient,0
19627,awake sleep day oh work busy work keeping awake,2
19628,dear wear fashion birthday picture,0
19629,hey ugh sick summar,3
19630,early morning golf sunny day,0
19631,dont die heart sad,1
19632,parking meter wasnt,2
19633,confused,2
19634,school eating salad,2
19635,promise interesting follow,0
19636,damn listening,1
19637,yeah yeah big week scrapped plan,0
